timestamp,target,MAE,RMSE,R2,train_rows,test_rows,model_path
20260630_0937,pm2_5,0.7142517929800807,1.1347395317206126,0.9706297169100568,461,82,models/xgb_pm2_5_20260630_0937.pkl
20260630_0937,pm10,5.6135635262259305,16.644500477341833,0.6760922636661124,461,82,models/xgb_pm10_20260630_0937.pkl
20260701_0948,pm2_5,0.6875877090908974,1.1427838221773159,0.9699055584371944,462,82,models/xgb_pm2_5_20260701_0948.pkl
20260701_0948,pm10,5.729165746590633,16.996449497757354,0.6631812676255404,462,82,models/xgb_pm10_20260701_0948.pkl
20260702_0858,pm2_5,0.6915610781206997,1.1032105402756636,0.9701423512232377,463,82,models/xgb_pm2_5_20260702_0858.pkl
20260702_0858,pm10,6.1942656230151165,17.44949287742193,0.634702471337437,463,82,models/xgb_pm10_20260702_0858.pkl
20260703_0919,pm2_5,0.6824438826501533,1.0403893240096547,0.9718494910653033,464,82,models/xgb_pm2_5_20260703_0919.pkl
20260703_0919,pm10,6.572231962622666,17.78621664610968,0.6032227864885799,464,82,models/xgb_pm10_20260703_0919.pkl
20260704_0838,pm2_5,0.6792327408490572,1.0351101695674307,0.9719970474791225,464,83,models/xgb_pm2_5_20260704_0838.pkl
20260704_0838,pm10,6.557023424508581,17.688351111012356,0.6049351098131048,464,83,models/xgb_pm10_20260704_0838.pkl
20260705_0854,pm2_5,0.6657674608141229,1.0482817867050664,0.9715534908768177,465,83,models/xgb_pm2_5_20260705_0854.pkl
20260705_0854,pm10,4.966104731119301,15.481031600649851,0.7000242351984642,465,83,models/xgb_pm10_20260705_0854.pkl
20260706_1023,pm2_5,0.6678309401035951,1.0269208876958642,0.9729626594854066,466,83,models/xgb_pm2_5_20260706_1023.pkl
20260706_1023,pm10,4.96051267243453,15.2489228765047,0.7014369291024498,466,83,models/xgb_pm10_20260706_1023.pkl
20260707_0942,pm2_5,0.6937476034304865,1.063185002744813,0.9707804508918976,467,83,models/xgb_pm2_5_20260707_0942.pkl
20260707_0942,pm10,4.691704366293297,14.764499476876196,0.7198161141218802,467,83,models/xgb_pm10_20260707_0942.pkl
